,"Note, tower estimate values were recalculated by our biometrician, Dan Reed and thus the estimate may differ from that which was recalculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Historic Chena River Chinook Salmon :  Red Data is Not Used and the Total Maybe Slightly Different Than the Reported Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,,1994,,1995,,1996,,1997,,1998,,1999,,2000,,2001,,2002,,2003,,2004,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,,2020,,2021,,2022,,2023,
,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand
Date,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum
23-Jun,,,,,,,,,,,,,,,,,,,,,,,0,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,v,,,,,,,,
24-Jun,,,,,,,,,,,,,,,,,,,,,0,v,0,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,v,,,0,v,,,,
25-Jun,,,,,,,,,,,,,,,,,,,,,0,v,18,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,v,,,0,v,,,,
26-Jun,,,,,,,,,0,v,0,v,,,,,,,,,6,v,9,v,,,,,,,,,,,,,,,,,,,,,,,3,v,,,0,0,0,v,,,0,v,,,,
27-Jun,,,,,,,,,36,v,0,v,,,,,,,0,n,12,v,36,v,,,,,,,,,,,,,,,,,,,,,,,0,v,,,0,0,9,v,,,0,v,,,,
28-Jun,,,,,,,,,0,v,9,v,,,,,,,0,n,0,v,84,v,,,,,0,v,,,,,,,,,,,,,,,,,42,s,12,v,0,0,0,v,,,0,v,,,,
29-Jun,,,,,,,,,0,v,18,v,,,0,n,,,18,n,0,v,0,0,0,n,,,0,v,,,,,,,,,,,,,,,,,83,s,27,v,0,0,9,v,,,9,v,,,0,v
30-Jun,,,,,,,,,9,v,30,v,,,0,n,0,v,0,n,342,v,0,0,0,n,0,v,0,v,9,v,,,0,v,,,,,,,,,12,v,97,s,33,v,0,0,9,v,,,9,v,,,0,v
1-Jul,81,v,,,,,,,45,v,36,v,,,0,n,0,v,108,n,36,v,0,0,24,n,0,0,0,v,6,v,,,0,v,,,,,,,,,3,v,83,s,21,v,0,0,39,v,,,41,v,,,0,v
2-Jul,78,v,,,,,,,36,v,54,v,0,v,0,n,0,v,78,n,132,v,0,0,0,0,0,v,6,v,0,v,,,0,v,,,,,,,,,24,v,99,s,30,v,0,0,36,v,,,17,v,0,v,0,v
3-Jul,194,v,,,,,,,126,v,99,v,0,v,0,n,0,v,138,n,132,v,0,0,0,0,0,v,0,v,0,0,,,0,v,,,,,,,,,10,s,100,s,21,v,0,0,33,v,,,9,v,0,v,0,v
4-Jul,77,v,,,,,,,54,v,54,v,0,v,0,n,0,v,144,0,54,v,36,v,0,0,0,0,0,v,0,v,,,0,v,,,,,,,,,39,s,104,s,69,v,0,0,21,v,,,63,v,0,v,0,v
5-Jul,405,v,,,,,,,9,v,63,v,0,v,9,n,9,v,0,0,54,v,240,v,0,0,0,0,6,v,20,v,0,v,0,v,,,0,v,,,,,78,s,82,s,,0,0,0,21,v,,,39,v,0,v,0,v
6-Jul,220,v,,,,,,,72,v,60,v,0,v,6,n,9,v,0,0,342,v,816,v,0,0,6,v,36,v,72,v,30,v,8,v,,,0,v,,,,,116,s,122,s,,0,0,0,57,v,,,54,v,3,v,0,v
7-Jul,432,v,,,,,,,504,v,54,v,0,v,36,n,0,v,0,0,198,v,432,v,0,0,24,v,78,v,108,v,48,v,9,v,,,0,v,,,,,197,s,117,s,,0,0,0,36,v,15,s,69,v,19,v,3,v
8-Jul,243,v,45,v,,,90,n,618,v,36,v,0,v,0,n,32,0,0,0,318,v,225,v,0,0,0,0,78,v,138,v,84,v,9,v,,,3,v,0,v,,,63,v,278,s,3,v,0,0,33,v,34,s,69,v,24,v,9,v
9-Jul,297,v,36,v,,,318,n,264,v,30,0,6,v,45,n,55,0,0,0,672,v,330,v,0,0,,0,120,v,102,v,105,v,21,v,,,0,v,0,v,,,159,v,404,s,,0,0,0,30,v,16,s,30,v,6,v,9,v
10-Jul,603,v,54,v,18,n,306,n,348,v,18,0,0,v,45,n,87,v,0,0,828,v,294,v,0,0,,0,72,v,66,v,69,v,15,v,,,0,v,0,v,11,s,167,v,683,s,,0,0,0,24,v,0,s,52,v,5,v,54,v
11-Jul,828,v,117,v,342,n,342,n,354,v,0,v,27,v,,0,77,v,0,0,1416,v,570,v,0,0,,0,122,v,147,v,165,v,12,v,,,9,v,0,v,3,s,69,v,627,s,,0,0,0,53,v,6,s,30,v,6,v,75,v
12-Jul,1013,v,72,v,581,n,0,n,954,v,18,v,24,v,,0,711,v,9,0,726,v,1032,v,0,0,0,0,48,v,315,v,264,v,114,v,,,27,v,0,v,5,s,393,v,418,s,,0,0,0,27,v,23,s,36,v,23,v,77,v
13-Jul,1157,v,477,v,621,n,0,n,912,v,114,v,27,v,,0,459,v,0,0,1080,v,990,v,0,0,105,0,192,v,456,v,306,v,54,v,,,33,v,0,v,85,s,487,v,632,s,,0,0,0,49,v,30,s,27,v,15,v,93,v
14-Jul,900,v,1347,v,828,n,0,n,1284,v,45,v,30,v,,0,531,v,0,0,1014,v,618,v,7,0,179,v,174,v,387,v,258,v,84,v,,,39,v,0,v,319,s,519,v,546,s,,0,0,0,60,v,18,s,99,v,9,v,168,v
15-Jul,867,v,1872,v,108,n,18,n,756,v,56,0,18,v,,0,365,0,117,0,1074,v,522,v,53,0,78,v,216,v,101,v,480,v,141,v,0,0,108,v,6,v,361,s,465,v,367,s,,0,0,0,84,v,15,s,55,v,15,v,66,v
16-Jul,882,v,1283,v,419,n,78,n,1992,v,66,v,72,v,,0,198,v,306,0,0,0,480,v,99,0,132,v,186,v,153,v,237,v,66,v,0,0,125,v,93,v,203,s,459,v,492,s,,0,0,0,129,v,6,s,24,v,3,v,111,v
17-Jul,248,v,864,v,284,n,54,n,1110,v,462,v,126,v,481,n,495,v,432,n,0,0,549,v,57,n,240,v,378,v,213,v,162,v,129,v,0,0,102,v,81,v,101,s,354,v,385,s,,0,0,0,84,v,9,s,45,v,15,v,45,v
18-Jul,651,v,1116,v,125,n,192,n,714,v,321,0,135,v,360,n,1017,v,318,n,0,0,366,v,54,n,132,v,318,v,165,v,294,v,174,v,0,0,150,v,99,v,145,s,336,v,189,s,,0,0,0,76,v,24,s,42,v,6,v,27,v
19-Jul,338,v,716,v,120,n,216,n,498,v,180,v,495,v,162,n,369,v,306,n,0,0,480,v,0,n,240,v,174,v,63,v,474,v,228,v,3,0,99,v,309,v,435,s,183,v,191,0,,0,0,0,141,v,9,s,117,v,9,v,54,v
20-Jul,792,v,561,v,81,n,216,n,822,v,144,v,390,v,0,n,910,v,351,0,0,0,207,v,0,0,150,v,366,v,177,v,438,v,186,0,0,0,90,v,108,v,489,s,127,v,143,0,630,v,0,0,81,v,25,s,54,v,9,v,36,v
21-Jul,492,v,624,v,192,n,126,n,636,v,192,v,516,v,108,n,297,v,180,0,0,0,234,v,0,0,210,v,210,v,93,v,267,v,143,v,3,0,0,0,122,v,490,s,89,s,106,0,333,v,0,0,72,v,31,s,40,v,27,v,10,v
22-Jul,339,v,288,v,288,n,114,n,336,v,288,v,360,v,138,n,639,v,,0,0,0,264,v,0,0,306,v,156,v,107,0,411,v,204,v,42,0,0,0,150,0,952,s,86,s,76,0,72,v,0,0,45,v,18,s,42,v,54,v,14,v
23-Jul,312,v,230,v,186,n,63,n,258,v,414,v,498,v,126,n,693,v,,0,45,0,216,v,0,0,222,v,108,v,77,0,258,v,168,v,30,0,0,0,191,0,758,s,84,s,62,0,265,v,59,v,165,v,27,s,89,v,21,v,12,v
24-Jul,180,v,348,v,248,n,60,n,108,v,312,v,732,v,96,n,990,v,42,n,72,0,88,v,6,0,234,v,162,v,50,v,141,v,101,v,21,0,0,0,221,v,599,s,148,s,41,0,63,v,133,v,81,v,,,57,v,9,v,9,v
25-Jul,95,v,891,v,155,n,48,n,135,v,285,0,624,v,54,n,432,v,36,n,144,v,126,v,0,0,198,v,137,0,87,v,75,v,111,v,30,0,0,0,231,v,453,s,137,s,28,0,37,v,159,v,63,v,,,5,v,9,v,6,v
26-Jul,95,v,410,v,230,n,30,n,72,v,255,0,819,v,63,n,567,v,,,42,v,42,v,78,n,162,v,120,0,34,v,231,v,112,v,48,0,1133,0,78,v,482,s,57,v,22,0,46,v,102,v,59,v,,,28,v,32,v,9,v
27-Jul,131,v,303,v,179,n,24,n,66,v,199,0,328,v,30,n,420,v,,,,,108,v,72,n,78,v,114,v,51,v,153,v,105,v,18,0,66,v,24,v,327,s,185,v,15,0,60,v,70,v,15,v,,,57,v,11,v,32,v
28-Jul,75,v,3,v,194,n,-18,n,54,v,136,0,422,0,24,n,261,v,,,,,82,v,48,n,54,v,91,v,13,v,135,v,48,v,,,36,v,18,v,263,s,304,s,12,0,30,v,59,v,87,v,,,9,v,6,v,0,v
29-Jul,57,v,2,v,117,n,,,84,v,219,v,199,0,47,n,72,v,,,,,42,v,42,n,42,v,72,v,0,v,39,v,45,v,,,24,v,72,v,318,s,73,s,5,0,12,v,33,v,117,v,,,3,v,0,v,24,v
30-Jul,51,v,0,v,72,n,,,46,v,46,v,119,v,36,n,,,,,,,54,v,0,n,42,v,30,v,0,v,39,v,27,v,,,60,v,36,v,185,s,158,s,4,0,18,v,63,v,12,v,,,9,v,16,v,59,v
31-Jul,9,v,9,v,,,,,12,v,6,v,150,v,18,n,,,,,,,36,v,0,n,36,v,18,v,0,v,39,v,6,v,,,72,v,3,v,104,s,197,s,4,0,3,v,120,v,21,v,,,6,v,3,v,15,v
1-Aug,23,v,18,v,,,,,30,v,102,v,30,v,18,n,,,,,,,18,v,0,n,42,v,6,v,0,v,21,v,21,v,,,36,v,12,v,94,s,154,s,2,0,0,v,69,v,108,v,,,33,v,5,v,3,v
2-Aug,32,v,18,v,,,,,9,v,24,v,72,v,,,,,,,,,,,12,n,6,v,18,v,0,v,18,v,11,v,,,3,v,-3,v,9,s,112,s,-1,0,0,v,10,v,45,s,,,6,v,-3,v,33,v
3-Aug,18,v,27,v,,,,,27,v,72,v,60,v,,,,,,,,,,,0,n,0,v,-12,v,0,v,24,v,15,v,,,10,v,3,v,,,68,s,2,0,0,v,3,v,51,0,,,24,v,3,v,7,v
4-Aug,6,v,32,v,,,,,,,66,v,36,v,,,,,,,,,,,18,n,0,v,6,v,0,v,-12,v,18,v,,,-6,v,6,v,,,66,s,-1,0,,,49,v,48,0,,,9,v,6,v,-5,v
5-Aug,14,v,45,v,,,,,,,66,v,30,v,,,,,,,,,,,,,18,v,,,0,v,0,v,-9,v,,,0,v,,,,,95,s,2,0,,,14,v,48,0,,,-5,v,,,6,v
6-Aug,9,v,50,v,,,,,,,42,v,38,v,,,,,,,,,,,,,0,v,,,,,3,v,6,v,,,,,,,,,21,s,,,,,,,46,0,,,5,v,,,0,v
7-Aug,9,v,0,v,,,,,,,36,v,30,v,,,,,,,,,,,,,,,,,,,-3,v,0,v,,,,,,,,,,,,,,,,,47,0,,,5,v,,,9,v
8-Aug,,,9,v,,,,,,,18,v,72,v,,,,,,,,,,,,,,,,,,,0,v,0,v,,,,,,,,,,,,,,,,,44,0,,,5,v,,,0,v
9-Aug,,,9,v,,,,,,,0,v,,,,,,,,,,,,,,,,,,,,,0,v,0,v,,,,,,,,,,,,,,,,,43,0,,,0,v,,,15,v
10-Aug,,,0,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,,,0,v,,,21,v
11-Aug,,,5,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,v,,,2,v
12-Aug,,,0,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
